person_id,label,name_key,highest_rank,n_mentions,years_present,n_waves,name_variants
P01561,Bonvoisin Pierre,bonvoisin pier,,1,1950,1,Bonvoisin Pierre
P01562,Borchard Jens,borshard gens,,1,1950,1,Borchard Jens
P01563,Borrometi Alessandro,borometi alesandro,,1,1950,1,Borrometi Alessandro
P01564,Borsali Albert,borsali albert,,1,1950,1,Borsali Albert
P01565,Borsali Ibrahim Khalil El,borsali ibraim khalil,,2,1950,1,Borsali Ibrahim Khalil El
P01566,Botton Isidore de,boton isidor,,3,1950,1,Botton Isidore de
P01567,Botton Maurice de,boton mauris,,1,1950,1,Botton Maurice de
P01568,Boulad Joseph,bulad gosef,,1,1950,1,Boulad Joseph
P01569,Boushra Dr. E,bushra dr,,1,1950,1,Boushra Dr. E
P01570,Brahamsha Albert,bramsha albert,,1,1950,1,Brahamsha Albert
P01571,Brailey L.C,brailei,,1,1950,1,Brailey L.C
P01572,Brancart Arnould,brankart arnuld,,2,1950,1,Brancart Arnould
P01573,Brandenburg Edgard,brandenburg edgard,,2,1950,1,Brandenburg Edgard
P01574,Brooks N. E,broks,,2,1950,1,Brooks N. E
P01575,Buhagiar Joseph,buagiar gosef,,1,1950,1,Buhagiar Joseph
P01576,Burgoyne George Frederick,burgoin georg frederik,,1,1950,1,Burgoyne George Frederick
P01577,Caias Pantazis,kaias pantazis,,3,1950,1,Caias Pantazis
P01578,National Hotel Cairo,national hotel kairo,,3,1950,1,National Hotel Cairo
P01579,Cambas Alexandre,kambas alexandr,,1,1950,1,Cambas Alexandre
P01580,Camerana Mr. le Comte Dr. Giancarlo,kamerana mr l komt dr giankarlo,,1,1950,1,Camerana Mr. le Comte Dr. Giancarlo
P01581,Campbell The Hon. Cecil,kampbel th hon sesil,,1,1950,1,Campbell The Hon. Cecil
P01582,Candilidis Constantin,kandilidis konstantin,,1,1950,1,Candilidis Constantin
P01583,Capatos Elie,kapatos eli,,1,1950,1,Capatos Elie
P01584,Caplain,kaplain,,1,1950,1,Caplain
P01585,Cartareggia Filippo,kartaregia filipo,,2,1950,1,Cartareggia Filippo
P01586,Cassaveti Demetrius John,kasaveti demetrius gohn,,1,1950,1,Cassaveti Demetrius John
P01587,Castro S,kastro,,1,1950,1,Castro S
P01588,Cattaui Mtre. Joseph Ed,kataui mtr gosef ed,,1,1950,1,Cattaui Mtre. Joseph Ed
P01589,Catzeflis Ed. Mtre,katzeflis ed mtr,,2,1950,1,Catzeflis Ed. Mtre
P01590,Chaaraoui Mohamed,sharaui moamed,bey,1,1950,1,Chaaraoui Mohamed
P01591,Chaker Ibrahim,shaker ibraim,,1,1950,1,Chaker Ibrahim
P01592,Tourist Development Association,turist development asosiation,,2,1950,1,Tourist Development Association
P01593,Chalhoub Joseph,shalhub gosef,,1,1950,1,Chalhoub Joseph
P01594,Chalhoub Georges A,shalhub georges,,1,1950,1,Chalhoub Georges A
P01595,Chalom Moise,shalom mois,,1,1950,1,Chalom Moise
P01596,Chalom Victor,shalom viktor,,1,1950,1,Chalom Victor
P01597,Chami Sayed Hassan El,shami saied hasan,,1,1950,1,Chami Sayed Hassan El
P01598,Charara Medhat,sharara medhat,,1,1950,1,Charara Medhat
P01599,Chérif El Dine Chérif,sherif din sherif,,1,1950,1,Chérif El Dine Chérif
P01600,Cherkesly Henri,sherkesli henri,,1,1950,1,Cherkesly Henri
P01601,Child C,shild,,1,1950,1,Child C
P01602,Chiniara Fouad,shiniara fuad,,1,1950,1,Chiniara Fouad
P01603,Choremi Nicolas,shoremi nikolas,,1,1950,1,Choremi Nicolas
P01604,Choucri Hassan Adm-Dél. de Sté. «Al-Gaafaria»,shukri hasan adm st al gafaria,,1,1950,1,Choucri Hassan Adm-Dél. de Sté. «Al-Gaafaria»
P01605,Choueri Georges Elias,shueri georges elias,,1,1950,1,Choueri Georges Elias
P01606,Christou Tommy,shristu tomi,,1,1950,1,Christou Tommy
P01607,Cicurel Elvira,sikurel elvira,,1,1950,1,Cicurel Elvira
P01608,Cockinos Christo,kokinos shristo,,1,1950,1,Cockinos Christo
P01609,Coen Maurice Comm,koen mauris kom,,1,1950,1,Coen Maurice Comm
P01610,Cohen Victor H,koen viktor,,2,1950,1,Cohen Victor H
P01611,Coilin R,koilin,,1,1950,1,Coilin R
P01612,Coles,koles,,1,1950,1,Coles
P01613,Constantinidis Ant. G,konstantinidis ant,,1,1950,1,Constantinidis Ant. G
P01614,Constantinidis Macky,konstantinidis maki,,1,1950,1,Constantinidis Macky
P01615,Conti Giovanni Ginoni,konti giovani ginoni,,1,1950,1,Conti Giovanni Ginoni
P01616,Conty Louis,konti luis,,1,1950,1,Conty Louis
P01617,Thornhill Cooper F.S,koper,,2,1950,1,Cooper | Thornhill Cooper F.S
P01618,Cooper F.S. Thornhill,koper thornhil,,1,1950,1,Cooper F.S. Thornhill
P01619,Couannier Pierre Henry,kuanier pier henri,,2,1950,1,Couannier Pierre Henry
P01620,Cosbar Basile,kosbar basil,,1,1950,1,Cosbar Basile
P01621,Cottas Nicolas,kotas nikolas,,1,1950,1,Cottas Nicolas
P01622,Cousin,kusin,,1,1950,1,Cousin
P01623,Cozzika,kozika,,7,1950,1,Cozzika
P01624,Crawford,krauford,,1,1950,1,Crawford
P01625,Culberston William,kulberston uiliam,,1,1950,1,Culberston William
P01626,Curmi Edward,kurmi eduard,,1,1950,1,Curmi Edward
P01627,Curmi Richard,kurmi rishard,,1,1950,1,Curmi Richard
P01628,Curwen Christofer A.F,kuruen shristofer,,1,1950,1,Curwen Christofer A.F
P01629,Dale Major G,dal magor,,2,1950,1,Dale Major G
P01630,Dale Henry,dal henri,,1,1950,1,Dale Henry
P01631,Dansey C.M,dansei,,1,1950,1,Dansey C.M
P01632,Daramalli Ahmed,daramali ahmed,bey,1,1950,1,Daramalli Ahmed
P01633,Darwiche Iskandar,daruish iskandar,,1,1950,1,Darwiche Iskandar
P01634,Davezac Guy,davezak gui,,2,1950,1,Davezac Guy
P01635,Delbourgo Daniel E,delburgo daniel,,1,1950,1,Delbourgo Daniel E
P01636,Delemer Jean,delemer gean,,1,1950,1,Delemer Jean
P01637,Delenda Mtre. Albert,delenda mtr albert,,1,1950,1,Delenda Mtre. Albert
P01638,Dello Strologo Georges,delo strologo georges,,2,1950,1,Dello Strologo Georges
P01639,Demonts Madame Laure,demonts madam laur,,1,1950,1,Demonts Madame Laure
P01640,Demonts Roger,demonts roger,,1,1950,1,Demonts Roger
P01641,Denham M,denham,,1,1950,1,Denham M
P01642,Dermarkar Mathieu,dermarkar mathieu,,1,1950,1,Dermarkar Mathieu
P01643,Dervieu Jean,dervieu gean,,1,1950,1,Dervieu Jean
P01644,Diab Nicolas,diab nikolas,,2,1950,1,Diab Nicolas
P01645,Dilaveri Alexandre,dilaveri alexandr,,1,1950,1,Dilaveri Alexandre
P01646,Dilaveri Antoine,dilaveri antoin,,1,1950,1,Dilaveri Antoine
P01647,Djanikian Boghos,dganikian boghos,,1,1950,1,Djanikian Boghos
P01648,Djeddaoui Hassan,dgedaui hasan,,2,1950,1,Djeddaoui Hassan
P01649,Doss Emile Tewfili:,dos emil teufili,,2,1950,1,Doss Emile Tewfili:
P01650,Dreyfus Richard,dreifus rishard,,1,1950,1,Dreyfus Richard
P01651,Dnbied Pierre Neuchâtel,dnbied pier neushatel,,1,1950,1,Dnbied Pierre Neuchâtel
P01652,Dubray Alexandre,dubrai alexandr,,1,1950,1,Dubray Alexandre
P01653,Dubray Joseph,dubrai gosef,,1,1950,1,Dubray Joseph
P01654,Edrei Max,edrei max,,2,1950,1,Edrei Max
P01655,Eiche Roger,eish roger,,1,1950,1,Eiche Roger
P01656,Eid Jean,eid gean,,1,1950,1,Eid Jean
P01657,Eid Raymond,eid raimond,,4,1950,1,Eid Raymond
P01658,Elefthérion Gabriel,eleftherion gabriel,,2,1950,1,Elefthérion Gabriel
P01659,El Zayat Fertilizer Co,zaiat fertilizer ko,,1,1950,1,El Zayat Fertilizer Co
P01660,Elia Bondi,elia bondi,,1,1950,1,Elia Bondi
P01661,El Masri Habib F'acha,masri habib asha,,2,1950,1,El Masri Habib F'acha
P01662,HEL » S.A.E,hel,,1,1950,1,HEL » S.A.E
P01663,Elstein S,elstein,,1,1950,1,Elstein S
P01664,Enan Ahmed,enan ahmed,,4,1950,1,Enan Ahmed
P01665,Enan Pacha Hussein Mahmoud,enan pasha husein mahmud,,7,1950,1,Enan Pacha Hussein Mahmoud
P01666,Erdoes Koleman,erdoes koleman,,1,1950,1,Erdoes Koleman
P01667,Escher W,esher,,1,1950,1,Escher W
P01668,Travaux Publics,travaux publiks,,1,1950,1,Travaux Publics
P01669,Farah Dr. Antoine,farah dr antoin,,1,1950,1,Farah Dr. Antoine
P01670,Farahat Vita,farat vita,,2,1950,1,Farahat Vita
P01671,Sarofim Farès,fares,bey,2,1950,1,Farès | Sarofim Farès
P01672,Farès Henry,fares henri,,2,1950,1,Farès Henry
P01673,Farid Bey El Masri,farid bei masri,,1,1950,1,Farid Bey El Masri
P01674,Farghaly Aly Ahmed,farghali ali ahmed,,4,1950,1,Farghaly Aly Ahmed
P01675,Fathalla Bey El Borini,fathala bei borini,,1,1950,1,Fathalla Bey El Borini
P01676,Fathi Mansour El Kekhia Mtre,fathi mansur kekhia mtr,,1,1950,1,Fathi Mansour El Kekhia Mtre
P01677,Fauqueux Arthur,faukueux arthur,,1,1950,1,Fauqueux Arthur
P01678,Feith,feith,,1,1950,1,Feith
P01679,Ferrier H. J. L,ferier,,2,1950,1,Ferrier H. J. L
P01680,Fils Henri,fils henri,,1,1950,1,Fils Henri
P01681,Flower Edmund W,fluer edmund,,4,1950,1,Flower Edmund W
P01682,Foa Egizio,foa egizio,,2,1950,1,Foa Egizio
P01683,Fornier Albert,fornier albert,,1,1950,1,Fornier Albert
P01684,Foscolo Ugo,foskolo ugo,,2,1950,1,Foscolo Ugo
P01685,Fouad El Gammal,fuad gamal,bey,1,1950,1,Fouad El Gammal
P01686,Friedrich Rolf,friedrish rolf,,3,1950,1,Friedrich Rolf
P01687,Fayoum »,faium,,1,1950,1,Fayoum »
P01688,Gamal El Dine El Abd,gamal din abd,,1,1950,1,Gamal El Dine El Abd
P01689,Gamper,gamper,,1,1950,1,Gamper
P01690,Gantès,gantes,,1,1950,1,Gantès
P01691,Gardner John A. F,gardner gohn,,2,1950,1,Gardner John A. F
P01692,Gargour Me. G,gargur m,,1,1950,1,Gargour Me. G
P01693,Gattegno Silvio,gategno silvio,,1,1950,1,Gattegno Silvio
P01694,Gautier Victor,gautier viktor,,1,1950,1,Gautier Victor
P01695,Gazai Joseph G,gazai gosef,,2,1950,1,Gazai Joseph G
P01696,Gazis Georges,gazis georges,,2,1950,1,Gazis Georges
P01697,Gawhari Mohamed,gauari moamed,bey,1,1950,1,Gawhari Mohamed
P01698,Geahel Michel,geael mishel,,1,1950,1,Geahel Michel
P01699,Genissedis Spiro G,genisedis spiro,,3,1950,1,Genissedis Spiro G
P01700,Georgitsis Spiro,georgitsis spiro,,1,1950,1,Georgitsis Spiro
P01701,Geredini Me. Sami,geredini m sami,,1,1950,1,Geredini Me. Sami
P01702,Ghaleb Kamel Osman,ghaleb kamel osman,pasha,1,1950,1,Ghaleb Kamel Osman
P01703,Gharbo Hassan Aly,gharbo hasan ali,,1,1950,1,Gharbo Hassan Aly
P01704,Ghazi Moustapha Mohamed,ghazi mustafa moamed,,1,1950,1,Ghazi Moustapha Mohamed
P01705,Gheriani Dr. Moustapha Ghaleb El,gheriani dr mustafa ghaleb,,2,1950,1,Gheriani Dr. Moustapha Ghaleb El
P01706,GUes Bey R.H,gues bei,,2,1950,1,GUes Bey R.H
P01707,Giovannoni Charles,giovanoni sharles,,1,1950,1,Giovannoni Charles
P01708,Girgis Pacha Fouad Ibrahim,girgis pasha fuad ibraim,,5,1950,1,Girgis Pacha Fouad Ibrahim
P01709,Gmur Albert,gmur albert,,1,1950,1,Gmur Albert
P01710,Goemans Lucien F,goemans lusien,,2,1950,1,Goemans Lucien F
P01711,Goradesky Léon dit Liebel,goradeski leon dit liebel,,2,1950,1,Goradesky Léon dit Liebel
P01712,Grandgeorge René,grandgeorg ren,,1,1950,1,Grandgeorge René
P01713,Granguillot Georges P,granguilot georges,,1,1950,1,Granguillot Georges P
P01714,Grassi Ing. Stanislao,grasi ing stanislao,,1,1950,1,Grassi Ing. Stanislao
P01715,Grassi Dott. Ugo,grasi dot ugo,,1,1950,1,Grassi Dott. Ugo
P01716,Grazia Jacques,grazia gakues,,1,1950,1,Grazia Jacques
P01717,Green G,gren,,1,1950,1,Green G
P01718,Green Joshua,gren goshua,,2,1950,1,Green Joshua
P01719,Grego Oscar,grego oskar,,1,1950,1,Grego Oscar
P01720,Greiss Alphonse,greis alfons,,1,1950,1,Greiss Alphonse
P01721,Guergaoui Philippe,guergaui filip,,1,1950,1,Guergaoui Philippe
P01722,Guerin Pierre,guerin pier,,1,1950,1,Guerin Pierre
P01723,Guirguis Barsoum,guirguis barsum,,1,1950,1,Guirguis Barsoum
P01724,Gurdjian A,gurdgian,,2,1950,1,Gurdjian A
P01725,Habachy Pacha Sir Saba,habashi pasha sir saba,,2,1950,1,Habachy Pacha Sir Saba
P01726,Habib Fouad,habib fuad,,1,1950,1,Habib Fouad
P01727,Habib Hassan,habib hasan,bey,1,1950,1,Habib Hassan
P01728,Habib El Masri,habib masri,pasha,1,1950,1,Habib El Masri
P01729,Haddad Joseph,hadad gosef,,1,1950,1,Haddad Joseph
P01730,Hafez Chehayeb,hafez sheaieb,,1,1950,1,Hafez Chehayeb
P01731,Hafez Hafez Sakr,hafez hafez sakr,,2,1950,1,Hafez Hafez Sakr | Hafez Sakr
P01732,Hafez Hassan,hafez hasan,pasha,1,1950,1,Hafez Hassan
P01733,Halbouni Hisham,halbuni hisham,,1,1950,1,Halbouni Hisham
P01734,Hale Herbed Zucker,hal herbed zuker,,1,1950,1,Hale Herbed Zucker
P01735,Shenouda Halim,halim,,2,1950,1,S.S. Halim | Shenouda Halim
P01736,Halim Eff,halim ef,,3,1950,1,Halim Eff
P01737,Hallet Robert,halet robert,,1,1950,1,Hallet Robert
P01738,Hamaoui' Félix Mtre,hamaui felix mtr,,1,1950,1,Hamaoui' Félix Mtre
P01739,Hamilton A,hamilton,,1,1950,1,Hamilton A
P01740,Hammad Shawkat,hamad shaukat,,2,1950,1,Hammad Shawkat
P01741,Hamza Abbas Dr,hamza abas dr,,1,1950,1,Hamza Abbas Dr
P01742,Hamza Hassan,hamza hasan,,1,1950,1,Hamza Hassan
P01743,Hanan Albert,hanan albert,,1,1950,1,Hanan Albert
P01744,Haneuse Louis,haneus luis,,1,1950,1,Haneuse Louis
P01745,Hankey Hon. Baron,hankei hon baron,,1,1950,1,Hankey Hon. Baron
P01746,Hanna Charles,hana sharles,bey,1,1950,1,Hanna Charles
P01747,Hanna Donald Judde,hana donald gud,,1,1950,1,Hanna Donald Judde
P01748,Harari Edgard,harari edgard,,1,1950,1,Harari Edgard
P01749,Hassan Aboul Séoud Dr,hasan abul seud dr,,1,1950,1,Hassan Aboul Séoud Dr
P01750,Hassan Aly Allouba,hasan ali aluba,bey,1,1950,1,Hassan Aly Allouba
P01751,Sir Hassan Fahmy Rifaat,sir hasan fahmi rifat,pasha,1,1950,1,Sir Hassan Fahmy Rifaat
P01752,Hassan Fayek,hasan faiek,pasha,1,1950,1,Hassan Fayek
P01753,Hassan Kamel El Chichini,hasan kamel shishini,pasha,2,1950,1,Hassan Kamel El Chichini
P01754,Hassan Sadek El Nokrachy,hasan sadek nokrashi,bey,1,1950,1,Hassan Sadek El Nokrachy
P01755,Hassan El Sayed Badraoui,hasan saied badraui,pasha,1,1950,1,Hassan El Sayed Badraoui
P01756,Helier Edouard de,helier eduard,,1,1950,1,Helier Edouard de
P01757,Hemsi Robert J,hemsi robert,,1,1950,1,Hemsi Robert J
P01758,Henein Georges,henein georges,,1,1950,1,Henein Georges
P01759,Herrling Frederic,herling frederik,,1,1950,1,Herrling Frederic
P01760,Hilal Leonidas Gamil,hilal leonidas gamil,,1,1950,1,Hilal Leonidas Gamil
P01761,Hislop D. K,hislop,,1,1950,1,Hislop D. K
P01762,Hollings,holings,,1,1950,1,Hollings
P01763,Hornstein Clément,hornstein klement,,1,1950,1,Hornstein Clément
P01764,Hourwitz A. lng,huruitz lng,,1,1950,1,Hourwitz A. lng
P01765,Hossni,hosni,,3,1950,1,Hossni
P01766,Hovaghimian A,hovaghimian,,1,1950,1,Hovaghimian A
P01767,Hubert Oscar,hubert oskar,,1,1950,1,Hubert Oscar
P01768,Huri Robert,huri robert,,1,1950,1,Huri Robert
P01769,Hussein El Essely,husein eseli,bey,1,1950,1,Hussein El Essely
P01770,Hussein Ilhamy,husein ilhami,pasha,3,1950,1,Hussein Ilhamy
P01771,Hussein Kamal,husein kamal,bey,1,1950,1,Hussein Kamal
P01772,Hussein Zaki El Ibrachi,husein zaki ibrashi,,1,1950,1,Hussein Zaki El Ibrachi
P01773,Ibrahim Bayoumi Madlmur,ibraim baiumi madlmur,,1,1950,1,Ibrahim Bayoumi Madlmur
P01774,Ibrahim Bey Fouad Sid Ahmad,ibraim bei fuad sid ahmad,,1,1950,1,Ibrahim Bey Fouad Sid Ahmad
P01775,Ibrahim Hilal,ibraim hilal,bey,1,1950,1,Ibrahim Hilal
P01776,Ibrahim Hamdi Seif El Nasr,ibraim hamdi seif nasr,,1,1950,1,Ibrahim Hamdi Seif El Nasr
P01777,Ibrahim Rouchdy Kamha,ibraim rushdi kamha,bey,1,1950,1,Ibrahim Rouchdy Kamha
P01778,Isherwood Percy,isheruod persi,,3,1950,1,Isherwood Percy
P01779,Iskandar Said Eff,iskandar said ef,,1,1950,1,Iskandar Said Eff
P01780,Ismail El Baroudy,ismail barudi,,2,1950,1,Ismail El Baroudy
P01781,Ismalun René,ismalun ren,,10,1950,1,Ismalun René
P01782,Israel Léon,israel leon,,1,1950,1,Israel Léon
P01783,Israel Ovadia,israel ovadia,,1,1950,1,Israel Ovadia
P01784,Israel Victor,israel viktor,,1,1950,1,Israel Victor
P01785,Justice,gustis,,1,1950,1,Justice
P01786,Izzel Dine Omar,izel din omar,,1,1950,1,Izzel Dine Omar
P01787,Jacoel Sam,gakoel sam,,1,1950,1,Jacoel Sam
P01788,Jancovitch Jack,gankovitsh gak,,2,1950,1,Jancovitch Jack
P01789,Jays Georges Naldrett,gais georges naldret,pasha,1,1950,1,Jays Georges Naldrett
P01790,Jensens N. M,gensens,,1,1950,1,Jensens N. M
P01791,Jullien L,gulien,,1,1950,1,Jullien L
P01792,Kafraoui Pacha Dr. Abbas El,kafraui pasha dr abas,,1,1950,1,Kafraoui Pacha Dr. Abbas El
P01793,Kahla Raymond,kahla raimond,,1,1950,1,Kahla Raymond
P01794,Kamal Imam,kamal imam,,1,1950,1,Kamal Imam
P01795,Kamel El Abd,kamel abd,,1,1950,1,Kamel El Abd
P01796,Kamel Bey Habib,kamel bei habib,,1,1950,1,Kamel Bey Habib
P01797,Kamel Hussein Wassef,kamel husein uasef,,1,1950,1,Kamel Hussein Wassef
P01798,Kamel Osman Pacha Ghaleb,kamel osman pasha ghaleb,,1,1950,1,Kamel Osman Pacha Ghaleb
P01799,Karam Georges T,karam georges,,1,1950,1,Karam Georges T
P01800,Karam Théodore,karam theodor,,1,1950,1,Karam Théodore
P01801,Karkegi Michel,karkegi mishel,,1,1950,1,Karkegi Michel
P01802,Karkegi Nicolas,karkegi nikolas,,2,1950,1,Karkegi Nicolas
P01803,Kelebdjian Hagop,kelebdgian hagop,,1,1950,1,Kelebdjian Hagop
P01804,Keown-Boyd Str Alexander W . . K.B.E,keun boid str alexander,,7,1950,1,Keown-Boyd Str Alexander W . . K.B.E
P01805,Kfoury Alfred,kfuri alfred,,1,1950,1,Kfoury Alfred
P01806,Kfoury Elie,kfuri eli,,1,1950,1,Kfoury Elie
P01807,Kfoury Jean,kfuri gean,,1,1950,1,Kfoury Jean
P01808,Kfoury Philippe Zaher,kfuri filip zaer,,3,1950,1,Kfoury Philippe Zaher
P01809,Kfoury Robert,kfuri robert,,1,1950,1,Kfoury Robert
P01810,Khachaba Sayed Mohamed Pacha Député,khashaba saied moamed pasha deput,,7,1950,1,Khachaba Sayed Mohamed Pacha Député
P01811,Kbairy Bey Ahmed,kbairi bei ahmed,,1,1950,1,Kbairy Bey Ahmed
P01812,Khalil Mohamed Tewfik,khalil moamed teufik,bey,1,1950,1,Khalil Mohamed Tewfik
P01813,Khorshed Ahmed Khairy Ahmed,khorshed ahmed khairi ahmed,,1,1950,1,Khorshed Ahmed Khairy Ahmed
P01814,Khorshed Hussein Ahmed,khorshed husein ahmed,,1,1950,1,Khorshed Hussein Ahmed
P01815,Khorshed Omar Seif El Dine,khorshed omar seif din,,1,1950,1,Khorshed Omar Seif El Dine
P01816,Klat Elie,klat eli,,1,1950,1,Klat Elie
P01817,Klat Ramez,klat ramez,,1,1950,1,Klat Ramez
P01818,Koleas Nicolas,koleas nikolas,,1,1950,1,Koleas Nicolas
P01819,Kouhi N,kui,,1,1950,1,Kouhi N
P01820,Krustalia Michel,krustalia mishel,,1,1950,1,Krustalia Michel
P01821,Kyriakides,kiriakides,,1,1950,1,Kyriakides
P01822,Kyriazis Apostolo,kiriazis apostolo,,1,1950,1,Kyriazis Apostolo
P01823,Labib Atallab Dr,labib atalab dr,,1,1950,1,Labib Atallab Dr
P01824,Lah~rrère L,lahrer,,2,1950,1,Lah~rrère L
P01825,Lambiotte O. Ellsworth,lambiot elsuorth,,4,1950,1,Lambiotte O. Ellsworth
P01826,Lancaster '\V. A,lankaster v,,1,1950,1,Lancaster '\V. A
P01827,Trading Co,trading ko,,2,1950,1,Trading Co
P01828,Lancker Robert de,lanker robert,,1,1950,1,Lancker Robert de
P01829,Landert Hans Ulrich,landert hans ulrish,,1,1950,1,Landert Hans Ulrich
P01830,Landert Jean,landert gean,,1,1950,1,Landert Jean
P01831,Lappas Aristide,lapas aristid,,1,1950,1,Lappas Aristide
P01832,Lappas Grégoire,lapas gregoir,,1,1950,1,Lappas Grégoire
P01833,Lavison Mr. le Comte,lavison mr l komt,,1,1950,1,Lavison Mr. le Comte
P01834,Lazarevitch Tod01·,lazarevitsh tod,,1,1950,1,Lazarevitch Tod01·
P01835,Lebon Marcel,lebon marsel,,1,1950,1,Lebon Marcel
P01836,Lebovich Maurice,lebovish mauris,,1,1950,1,Lebovich Maurice
P01837,Lemoine Gilbert,lemoin gilbert,,1,1950,1,Lemoine Gilbert
P01838,Levi Emilio,levi emilio,,1,1950,1,Levi Emilio
P01839,Levi Gino,levi gino,,1,1950,1,Levi Gino
P01840,Levy Isaac,levi isak,,1,1950,1,Levy Isaac
P01841,Levy Sion,levi sion,,1,1950,1,Levy Sion
P01842,Lienardy Georges,lienardi georges,,1,1950,1,Lienardy Georges
P01843,Lind Marcel,lind marsel,,2,1950,1,Lind Marcel
P01844,Lombard Georges,lombard georges,,1,1950,1,Lombard Georges
P01845,S.S. Loutfallah,lutfalah,,1,1950,1,S.S. Loutfallah
P01846,Loutfi Faiz Ahmed,lutfi faiz ahmed,,1,1950,1,Loutfi Faiz Ahmed
P01847,Loutfi Nasser,lutfi naser,,1,1950,1,Loutfi Nasser
P01848,Luce Pierre,lus pier,,1,1950,1,Luce Pierre
P01849,Luchsinger~ J,lushsinger,,2,1950,1,Luchsinger~ J
P01850,Ludvigsen Axel,ludvigsen axel,,1,1950,1,Ludvigsen Axel
P01851,Mac Coy R.T,mak koi,,1,1950,1,Mac Coy R.T
P01852,MacEwen \Villiam G,maseuen viliam,,1,1950,1,MacEwen \Villiam G
P01853,Mac Gill H.A.H,mak gil,,1,1950,1,Mac Gill H.A.H
P01854,Mackay D. R,makai,,3,1950,1,Mackay D. R
P01855,Président de «Fluviale»,president fluvial,,1,1950,1,Président de «Fluviale»
P01856,Madkour Gomaa,madkur goma,bey,1,1950,1,Madkour Gomaa
P01857,Madkour Dr. Ibrahim Bayoumi,madkur dr ibraim baiumi,,1,1950,1,Madkour Dr. Ibrahim Bayoumi
P01858,Maggiar André,magiar andr,,2,1950,1,Maggiar André
P01859,Maggiar Georges,magiar georges,,1,1950,1,Maggiar Georges
P01860,Mahmoud Maher,maer,bey,2,1950,1,Maher | Mahmoud Maher
P01861,Mahieu Dr. Maurice,maieu dr mauris,,1,1950,1,Mahieu Dr. Maurice
P01862,Mahmoud El Attal,mahmud atal,bey,2,1950,1,Mahmoud El Attal
P01863,Mahmoud Bakhaty Me,mahmud bakhati m,,1,1950,1,Mahmoud Bakhaty Me
P01864,Mahmoud Chaker Mohamed,mahmud shaker moamed,pasha,4,1950,1,Mahmoud Chaker Mohamed
P01865,Mahmoud Fahmy Hussein Me,mahmud fahmi husein m,,1,1950,1,Mahmoud Fahmy Hussein Me
P01866,Mahmoud Fadel Sélim,mahmud fadel selim,bey,1,1950,1,Mahmoud Fadel Sélim
P01867,Mahmoud Hassan,mahmud hasan,pasha,2,1950,1,Mahmoud Hassan
P01868,Mahmoud el Shishini,mahmud shishini,bey,1,1950,1,Mahmoud el Shishini
P01869,Mahmoud el Tahry,mahmud tahri,,1,1950,1,Mahmoud el Tahry
P01870,Mahmoud Hassanein Makhlouf Mtre,mahmud hasanein makhluf mtr,,1,1950,1,Mahmoud Hassanein Makhlouf Mtre
P01871,Mahmoud Sabet,mahmud sabet,pasha,1,1950,1,Mahmoud Sabet
P01872,Mahmoud Sabry Mahboub,mahmud sabri mahbub,bey,1,1950,1,Mahmoud Sabry Mahboub
P01873,Mahmoud Samy,mahmud sami,pasha,1,1950,1,Mahmoud Samy
P01874,Mahmond Tewfik Ilefnaoui,mahmond teufik ilefnaui,pasha,1,1950,1,Mahmond Tewfik Ilefnaoui
P01875,Mahmoud Bey El Toayar,mahmud bei toaiar,,1,1950,1,Mahmoud Bey El Toayar
P01876,Maksud Henri Mtre,maksud henri mtr,,1,1950,1,Maksud Henri Mtre
P01877,Maksud René A,maksud ren,,1,1950,1,Maksud René A
P01878,XA»,xa,,1,1950,1,XA»
P01879,Mamane Albert,maman albert,,1,1950,1,Mamane Albert
P01880,Manouk Joseph,manuk gosef,,1,1950,1,Manouk Joseph
P01881,Mansour Badrawi,mansur badraui,bey,1,1950,1,Mansour Badrawi
P01882,Mansour Sabry,mansur sabri,bey,1,1950,1,Mansour Sabry
P01883,Maraghi Bey Hassan Rachad El,maraghi bei hasan rashad,,1,1950,1,Maraghi Bey Hassan Rachad El
P01884,Marcarian Aram Drentz,markarian aram drentz,,1,1950,1,Marcarian Aram Drentz
P01885,Miralai T. A. Marcou,miralai marku,bey,1,1950,1,Miralai T. A. Marcou
P01886,Marryat Brigadier,mariat brigadier,,1,1950,1,Marryat Brigadier
P01887,Martz Dr. Ernst,martz dr ernst,,1,1950,1,Martz Dr. Ernst
P01888,Mathias E.L.A. O.B.E,mathias,,1,1950,1,Mathias E.L.A. O.B.E
P01889,Matouk Bichara,matuk bishara,,3,1950,1,Matouk Bichara
P01890,Matouk Fouad,matuk fuad,,2,1950,1,Matouk Fouad
P01891,Mavros,mavros,,1,1950,1,Mavros
P01892,Maxwell Robert H,maxuel robert,,1,1950,1,Maxwell Robert H
P01893,Mazloum Hassan Pacha ·,mazlum hasan pasha,,9,1950,1,Mazloum Hassan Pacha ·
P01894,Mazloum Mahmoud Aly,mazlum mahmud ali,,1,1950,1,Mazloum Mahmoud Aly
P01895,Mazloum Mohamed Aly,mazlum moamed ali,,1,1950,1,Mazloum Mohamed Aly
P01896,Mboria Dr. Lefter,mboria dr lefter,,1,1950,1,Mboria Dr. Lefter
P01897,Menasce Robert de,menas robert,,2,1950,1,Menasce Robert de
P01898,Mendoza Clément,mendoza klement,,1,1950,1,Mendoza Clément
